method,method_role,stem,raw_filename,raw_sha256,raw_path,result_path,EME,EMEE,Entropy,Contrast,AvgGra,MS_SSIM,PSNR,UCIQE,UIQM,SSEQ,SIFT_GOOD_MATCHES,SIFT_MATCH_RATIO,SIFT_RAW_KEYPOINTS,SIFT_ENHANCED_KEYPOINTS,SIFT_MATCH_STATUS,SSEQ_S1_SPATIAL_MEAN,SSEQ_S1_SPATIAL_SKEW,SSEQ_S1_SPECTRAL_MEAN,SSEQ_S1_SPECTRAL_SKEW,SSEQ_S2_SPATIAL_MEAN,SSEQ_S2_SPATIAL_SKEW,SSEQ_S2_SPECTRAL_MEAN,SSEQ_S2_SPECTRAL_SKEW,SSEQ_S3_SPATIAL_MEAN,SSEQ_S3_SPATIAL_SKEW,SSEQ_S3_SPECTRAL_MEAN,SSEQ_S3_SPECTRAL_SKEW
GDCP,enhancement_reference,chichaoyiwan.2,chichaoyiwan.2.jpg,b30556475f8446b7ec8f005f8f28a7374b4116fa7f5d530bfaef9fbe95eebbf7,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.2.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\chichaoyiwan.2.jpg,2.912365491,0.4601405089,4.546557072,25.33920455,4.811022296,0.9243956804,28.4076346,1.145949725,12.42540495,1.659514036,12,0.9230769231,13,50,ok,3.777065374,1.559541568,0.003338631715,10.39390512,3.33351776,2.882506529,0.00255102418,8.695097386,2.839121638,3.000776197,0.00148978893,7.118623675
CBF,enhancement_reference,chichaoyiwan.2,chichaoyiwan.2.jpg,b30556475f8446b7ec8f005f8f28a7374b4116fa7f5d530bfaef9fbe95eebbf7,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.2.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\chichaoyiwan.2.jpg,8.834350922,0.7847586461,6.493755585,126.8071904,12.84937214,0.577365458,16.31354297,1.869438135,23.00948592,2.22700384,5,0.3846153846,13,680,ok,4.734569931,-1.619335814,0.0187797652,4.503359466,4.421061739,-1.274312054,0.01104593195,4.821533612,4.169877235,-0.9046631801,0.00668843653,3.988658221
HLRP,enhancement_high_noise_diagnostic,chichaoyiwan.2,chichaoyiwan.2.jpg,b30556475f8446b7ec8f005f8f28a7374b4116fa7f5d530bfaef9fbe95eebbf7,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.2.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\chichaoyiwan.2.jpg,9.305503981,0.8104092569,5.940128892,88.14646356,11.33811477,0.5015416145,13.58933303,0.8528671524,23.41873441,2.268342143,2,0.1538461538,13,819,ok,4.81640054,-0.6961092062,0.02162663498,5.172397014,4.568843973,-0.1950361543,0.01402391523,4.849406932,4.181667686,-0.3481438569,0.007490107454,4.236178955
SGUIE-Net,enhancement_reference,chichaoyiwan.2,chichaoyiwan.2.jpg,b30556475f8446b7ec8f005f8f28a7374b4116fa7f5d530bfaef9fbe95eebbf7,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.2.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\chichaoyiwan.2.jpg,1.354879472,0.37403368,3.632631084,5.560648511,1.81939696,0.9797504544,31.13908355,1.244884965,6.075955867,1.284556198,11,0.8461538462,13,31,ok,2.70455142,0.2960014756,0.001136299054,10.91480741,2.671324209,2.385540055,0.001017375304,9.618775413,2.328674916,2.606418378,0.0006329673233,7.806260217
Histoformer,enhancement_high_noise_diagnostic,chichaoyiwan.2,chichaoyiwan.2.jpg,b30556475f8446b7ec8f005f8f28a7374b4116fa7f5d530bfaef9fbe95eebbf7,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.2.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\chichaoyiwan.2.jpg,35.02897801,2.269603554,7.115097231,1883.147497,51.60726004,0.1446649432,12.87232262,4.867434438,67.48032016,2.689245697,2,0.1538461538,13,2204,ok,5.149360541,-0.2939605093,0.1346202678,1.387434159,5.463045647,-0.5125157594,0.07551401218,2.916628464,5.270093654,-0.01236909543,0.04284006028,2.878587438
raw,anchor_raw,chichaoyiwan.3,chichaoyiwan.3.jpg,7306a2e4ff3c0dea20d1c2ec05ea189a3b94d15727f83c30ca9b5a025be02013,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.3.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.3.jpg,0.6958395119,0.337984818,2.757738195,2.801440047,1.165197162,1,361.2019991,0.4701451959,2.407724209,0.8104095661,,,,,reference_na,1.970034397,3.412569136,0.0004034986355,16.0587331,1.640954398,4.723508171,0.0002806249001,12.59277568,1.250620458,4.562254268,0.0001640202992,9.918587704
Ours,legacy_ours_reference,chichaoyiwan.3,chichaoyiwan.3.jpg,7306a2e4ff3c0dea20d1c2ec05ea189a3b94d15727f83c30ca9b5a025be02013,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\chichaoyiwan.3.png,34.30600039,2.236086853,7.261623994,1834.679012,48.24012053,0.3108805418,14.93945021,1.781602907,65.56935918,2.45334752,1,0.05882352941,17,1147,ok,4.984007364,-0.591402636,0.1075488387,1.387700578,5.096329782,-0.384284815,0.03191630438,2.005310621,4.490441689,0.04004157059,0.009841143224,1.61231722
HVDualformer,enhancement_reference,chichaoyiwan.3,chichaoyiwan.3.jpg,7306a2e4ff3c0dea20d1c2ec05ea189a3b94d15727f83c30ca9b5a025be02013,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\chichaoyiwan.3.jpg,0.9650154651,0.3526906216,3.265517967,3.507288401,1.417822178,0.9939238429,29.40697459,0.364189284,3.390365153,1.056948064,13,0.8125,17,16,ok,2.338975331,2.46902145,0.000612309225,15.76812983,2.15015492,3.472075495,0.00047386235,12.21104594,1.851170871,3.792008943,0.00030108824,9.896833073
ABC-Former,enhancement_reference,chichaoyiwan.3,chichaoyiwan.3.jpg,7306a2e4ff3c0dea20d1c2ec05ea189a3b94d15727f83c30ca9b5a025be02013,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\chichaoyiwan.3.jpg,0.8069826506,0.3440542468,3.050392515,3.094548393,1.285195481,0.9975090027,39.62226006,0.3661512899,2.536299623,0.9243515207,15,0.8823529412,17,19,ok,2.146297018,2.851333983,0.0004814413755,15.89634937,1.874761123,3.932927648,0.0003495746819,12.46501691,1.524008412,4.074723057,0.0002115556458,9.897971793
GDCP,enhancement_reference,chichaoyiwan.3,chichaoyiwan.3.jpg,7306a2e4ff3c0dea20d1c2ec05ea189a3b94d15727f83c30ca9b5a025be02013,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\chichaoyiwan.3.jpg,2.560277677,0.4410830761,4.566332397,23.50712187,3.977506128,0.9310476184,27.72050678,0.9379776353,11.62496484,1.593689697,11,0.6470588235,17,39,ok,3.591654156,1.457647971,0.002799345833,14.64723386,3.214027067,3.303911643,0.002059030495,11.70755893,2.750343676,3.124767518,0.001254907691,9.889943009
CBF,enhancement_reference,chichaoyiwan.3,chichaoyiwan.3.jpg,7306a2e4ff3c0dea20d1c2ec05ea189a3b94d15727f83c30ca9b5a025be02013,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\chichaoyiwan.3.jpg,7.870924983,0.7315976533,6.508153493,96.03365008,10.90981045,0.5646343827,17.50151644,2.008327293,21.43850546,2.207155827,12,0.7058823529,17,1103,ok,4.617432249,-2.431272912,0.0154989855,6.459301586,4.405863443,-1.657457073,0.01001392442,6.339723785,4.188079453,-0.5184949202,0.00604690916,6.394807315
HLRP,enhancement_high_noise_diagnostic,chichaoyiwan.3,chichaoyiwan.3.jpg,7306a2e4ff3c0dea20d1c2ec05ea189a3b94d15727f83c30ca9b5a025be02013,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\chichaoyiwan.3.jpg,11.3155573,0.9217436868,6.489180792,112.9794965,12.57498107,0.4105927348,13.0290312,1.292350945,27.09925382,2.34880585,1,0.05882352941,17,2004,ok,4.917746931,-0.8666483812,0.02929984195,6.037053666,4.73191249,-0.5484050979,0.02076079378,5.106956737,4.380774187,0.154194414,0.01234085797,6.070799375
SGUIE-Net,enhancement_reference,chichaoyiwan.3,chichaoyiwan.3.jpg,7306a2e4ff3c0dea20d1c2ec05ea189a3b94d15727f83c30ca9b5a025be02013,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\chichaoyiwan.3.jpg,1.288547125,0.3704435781,3.850639455,6.812181622,1.671036408,0.9784397483,30.82578344,1.271973329,5.298223147,1.259516209,13,0.7647058824,17,26,ok,2.602253807,-0.1395635041,0.001080838559,15.9982784,2.613880383,2.45392395,0.0008878908704,12.65463146,2.33840707,2.305969069,0.0005872651555,9.875801561
Histoformer,enhancement_high_noise_diagnostic,chichaoyiwan.3,chichaoyiwan.3.jpg,7306a2e4ff3c0dea20d1c2ec05ea189a3b94d15727f83c30ca9b5a025be02013,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\chichaoyiwan.3.jpg,30.13350084,1.989233946,7.383186738,1114.081549,38.40867215,0.144033879,12.27769031,4.864557444,60.29835071,2.635076733,1,0.05882352941,17,2708,ok,4.969138269,-0.2516360993,0.1128055781,1.960675443,5.408535975,-1.187610866,0.07322733034,1.997471085,5.201625292,0.2694245928,0.04512795354,2.103677286
raw,anchor_raw,chichaoyiwan.4,chichaoyiwan.4.jpg,39cfae17f3ad5f5333e6f6e1a1b26d63e8c2f699a3a38336eba3c1ca8b039a3d,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.4.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.4.jpg,0.7043862461,0.3384978209,2.398392541,4.079721787,1.156244994,1,361.2019991,0.5023094289,2.403884226,0.7827980376,,,,,reference_na,1.936797415,3.770452203,0.0005108779591,16.23600968,1.612065553,4.487332606,0.0003439728345,10.35329737,1.146829241,3.618625344,0.0002411659446,7.521859628
Ours,legacy_ours_reference,chichaoyiwan.4,chichaoyiwan.4.jpg,39cfae17f3ad5f5333e6f6e1a1b26d63e8c2f699a3a38336eba3c1ca8b039a3d,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\chichaoyiwan.4.png,44.48836551,2.830840168,7.48662573,2623.274172,59.35306465,0.2632908225,13.18509326,1.149855776,82.41106275,2.552010822,4,0.25,16,1112,ok,5.312281632,-1.054849095,0.1505678863,0.910521809,5.218633665,-0.2223412787,0.04278281293,2.656637189,4.576592319,0.2591574748,0.0112066152,3.065063765
HVDualformer,enhancement_reference,chichaoyiwan.4,chichaoyiwan.4.jpg,39cfae17f3ad5f5333e6f6e1a1b26d63e8c2f699a3a38336eba3c1ca8b039a3d,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\chichaoyiwan.4.jpg,0.9613100967,0.3525571247,2.873854713,4.858483542,1.426346369,0.9952206016,31.16520495,0.4174529401,3.430354395,1.001438347,9,0.8181818182,16,11,ok,2.317368711,2.779143374,0.0007419039832,15.33778508,2.067622205,3.502290969,0.0005471448521,10.1685614,1.62193528,3.400879639,0.0004148368615,7.449234525
ABC-Former,enhancement_reference,chichaoyiwan.4,chichaoyiwan.4.jpg,39cfae17f3ad5f5333e6f6e1a1b26d63e8c2f699a3a38336eba3c1ca8b039a3d,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\chichaoyiwan.4.jpg,0.8097525691,0.3442593496,2.635243647,4.493456113,1.289379393,0.9976306558,51.05410404,0.4438493654,2.436242794,0.8972246894,15,0.9375,16,18,ok,2.125846391,3.407288143,0.0005909476137,15.81126813,1.842609485,4.101321538,0.0004153410191,10.1548295,1.413593184,3.824705502,0.000292788067,7.551166961
GDCP,enhancement_reference,chichaoyiwan.4,chichaoyiwan.4.jpg,39cfae17f3ad5f5333e6f6e1a1b26d63e8c2f699a3a38336eba3c1ca8b039a3d,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\chichaoyiwan.4.jpg,2.560890847,0.4414999529,4.192580082,25.4445239,3.87077115,0.9275784492,26.81473004,0.9444121655,11.35329351,1.553196865,11,0.6875,16,33,ok,3.55845382,1.191355551,0.003111779521,12.60215598,3.176075356,3.133759258,0.002323436642,9.974438404,2.577581082,3.077430157,0.001635715693,7.583797334
CBF,enhancement_reference,chichaoyiwan.4,chichaoyiwan.4.jpg,39cfae17f3ad5f5333e6f6e1a1b26d63e8c2f699a3a38336eba3c1ca8b039a3d,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\chichaoyiwan.4.jpg,7.840634756,0.7300293965,6.472490264,85.93461011,10.21285992,0.554273665,16.25092604,1.804003479,21.21040277,2.188655387,10,0.625,16,918,ok,4.550142991,-2.29377754,0.01579307949,7.030489417,4.366061517,-1.47609968,0.01038710151,6.560079499,4.182938345,-0.4744330243,0.006609288907,5.609738525
HLRP,enhancement_high_noise_diagnostic,chichaoyiwan.4,chichaoyiwan.4.jpg,39cfae17f3ad5f5333e6f6e1a1b26d63e8c2f699a3a38336eba3c1ca8b039a3d,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\chichaoyiwan.4.jpg,11.03182313,0.9058638557,6.20055734,110.5465713,12.71342931,0.3988295496,13.7604964,0.828484279,26.50482947,2.387841971,2,0.125,16,2329,ok,4.989367133,-0.573082254,0.02966381845,5.100247758,4.830811283,-0.9461414024,0.02162907883,5.678907289,4.443854621,0.0595406914,0.01172589037,5.787460567
SGUIE-Net,enhancement_reference,chichaoyiwan.4,chichaoyiwan.4.jpg,39cfae17f3ad5f5333e6f6e1a1b26d63e8c2f699a3a38336eba3c1ca8b039a3d,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\chichaoyiwan.4.jpg,1.304938877,0.3714876792,3.39508766,8.879280956,1.671232846,0.9785421491,31.8494927,1.02441906,5.365147335,1.223371784,11,0.6875,16,29,ok,2.57360111,0.1593447196,0.001299814395,13.66151796,2.574117601,2.479134562,0.001019398595,9.852152781,2.189417356,2.602097254,0.0007754247243,7.581607194
Histoformer,enhancement_high_noise_diagnostic,chichaoyiwan.4,chichaoyiwan.4.jpg,39cfae17f3ad5f5333e6f6e1a1b26d63e8c2f699a3a38336eba3c1ca8b039a3d,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\chichaoyiwan.4.jpg,37.75451524,2.427889521,6.863088997,1778.326798,48.85971501,0.1167654395,12.56407885,5.392744854,72.38308141,2.687665959,1,0.0625,16,2906,ok,4.979736953,-0.3358946766,0.1473417882,1.575073096,5.532354679,-1.003699959,0.09200136741,2.299167489,5.32725889,-0.01831382193,0.04730207577,2.827253637
raw,anchor_raw,chichaoyiwan.5,chichaoyiwan.5.jpg,3b0f59885b0ab22cd5288b310ca5a2737ac14459e768dfc391ddd1daca0e538f,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.5.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.5.jpg,0.8409536702,0.3460116962,2.636858314,3.466056034,1.182127085,1,361.2019991,2.596963143,2.992029124,0.7123113898,,,,,reference_na,1.747653353,2.915855558,0.001161199658,7.409682392,1.378981053,3.006862893,0.001881743325,5.509377246,1.140622673,2.634234446,0.003568317126,3.587253854
Ours,legacy_ours_reference,chichaoyiwan.5,chichaoyiwan.5.jpg,3b0f59885b0ab22cd5288b310ca5a2737ac14459e768dfc391ddd1daca0e538f,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\chichaoyiwan.5.png,4.646131164,0.5586885097,4.755316232,150.7199696,8.60846381,0.8980327845,18.32797341,3.887920152,14.2339372,1.554341903,10,0.2272727273,44,138,ok,3.411684632,1.360003941,0.01430544731,5.150364191,3.284311795,2.719296477,0.01054139563,4.803229698,2.594709459,2.095952239,0.01049869154,3.92653108
HVDualformer,enhancement_reference,chichaoyiwan.5,chichaoyiwan.5.jpg,3b0f59885b0ab22cd5288b310ca5a2737ac14459e768dfc391ddd1daca0e538f,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\chichaoyiwan.5.jpg,1.105009188,0.360530204,3.005044962,4.47976587,1.443269397,0.9950026274,36.71754318,1.951814266,3.461065228,0.9017059437,38,1.085714286,44,35,ok,2.111933625,2.748610791,0.00170604335,7.367807445,1.800414131,2.942112213,0.002867121339,5.597145668,1.487831119,2.777343033,0.005483623068,3.736427439
ABC-Former,enhancement_reference,chichaoyiwan.5,chichaoyiwan.5.jpg,3b0f59885b0ab22cd5288b310ca5a2737ac14459e768dfc391ddd1daca0e538f,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\chichaoyiwan.5.jpg,0.8975323453,0.3491034586,2.849133878,3.757170846,1.287956353,0.9979209304,36.99272747,2.38057429,2.87602809,0.8269124517,39,0.975,44,40,ok,1.921522999,2.889424571,0.001216504352,7.392538531,1.627707924,2.93953537,0.001982253438,5.51796974,1.405287288,2.717289974,0.003757741611,3.575366
GDCP,enhancement_reference,chichaoyiwan.5,chichaoyiwan.5.jpg,3b0f59885b0ab22cd5288b310ca5a2737ac14459e768dfc391ddd1daca0e538f,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\chichaoyiwan.5.jpg,2.093247626,0.4145929182,4.370859665,13.67608248,3.369984226,0.9648912549,32.82383893,4.941341915,11.88394947,1.429266463,22,0.5,44,55,ok,3.335817922,1.096316717,0.002598024316,7.637264895,2.866519253,2.496369262,0.003431928362,5.668513917,2.361310191,2.425313779,0.005921460297,3.533338592
CBF,enhancement_reference,chichaoyiwan.5,chichaoyiwan.5.jpg,3b0f59885b0ab22cd5288b310ca5a2737ac14459e768dfc391ddd1daca0e538f,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\chichaoyiwan.5.jpg,3.260006902,0.4787919482,6.426181915,20.15402625,3.989906122,0.8285825253,16.09368848,3.139475121,11.83770269,1.67425298,26,0.5909090909,44,80,ok,3.356199167,-0.9232073642,0.005539928448,6.353960306,3.226593634,0.6489685944,0.006760292181,5.112449191,3.440786858,1.234163,0.009637999762,3.782317004
HLRP,enhancement_high_noise_diagnostic,chichaoyiwan.5,chichaoyiwan.5.jpg,3b0f59885b0ab22cd5288b310ca5a2737ac14459e768dfc391ddd1daca0e538f,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\chichaoyiwan.5.jpg,12.89159133,1.01249353,6.669057963,151.2919132,14.10150611,0.3319464922,11.37393116,1.468970008,30.02287508,2.40543677,1,0.02272727273,44,2240,ok,4.886376457,-4.332246099,0.03776606648,6.575905459,4.790282977,-4.371969824,0.03340091703,5.782107606,4.652335902,-4.841702967,0.03245830107,3.448233803
SGUIE-Net,enhancement_reference,chichaoyiwan.5,chichaoyiwan.5.jpg,3b0f59885b0ab22cd5288b310ca5a2737ac14459e768dfc391ddd1daca0e538f,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\chichaoyiwan.5.jpg,1.20039885,0.3658954319,3.025067222,6.117079741,1.266227446,0.9880174994,31.07501935,2.071322231,3.624206276,0.8437993158,31,0.7045454545,44,55,ok,1.582125601,0.6363896574,0.002288707271,6.951754527,1.849126281,1.999954822,0.003685783927,5.280148988,1.618718493,2.324220329,0.006851028727,3.705637766
Histoformer,enhancement_high_noise_diagnostic,chichaoyiwan.5,chichaoyiwan.5.jpg,3b0f59885b0ab22cd5288b310ca5a2737ac14459e768dfc391ddd1daca0e538f,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\chichaoyiwan.5.jpg,15.35458781,1.149355306,6.954187932,449.9939214,22.63443418,0.3778190613,17.10634692,7.023892955,36.29989699,2.425237965,5,0.1136363636,44,1606,ok,4.874873973,-1.815717533,0.0371826901,5.079531536,4.911364107,-1.534591957,0.02557717367,5.473284632,4.676567945,0.2653830617,0.02586190182,4.00690192
raw,anchor_raw,chichaoyiwan.6,chichaoyiwan.6.jpg,a5d166cf2e2981a42568c8b397d41953cc28dfd8c3cc2e2f533a17213ea0aeae,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.6.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.6.jpg,0.6254421483,0.3341476705,2.565781757,1.741996473,1.052436391,1,361.2019991,0.9743710906,1.925929594,0.6719744443,,,,,reference_na,1.717602175,3.980878018,0.0004454586742,9.099679531,1.288835177,4.739289211,0.0005006478556,6.33715017,1.023977007,4.372523082,0.0004862016749,5.822432002
Ours,legacy_ours_reference,chichaoyiwan.6,chichaoyiwan.6.jpg,a5d166cf2e2981a42568c8b397d41953cc28dfd8c3cc2e2f533a17213ea0aeae,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.6.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\chichaoyiwan.6.png,12.03344108,0.9649706525,6.256346703,612.6116281,25.97461508,0.4843797088,17.66223161,1.497153279,27.78903741,2.096871938,1,0.06666666667,15,1103,ok,3.852627462,0.08722008726,0.02930100821,7.101482843,4.652489325,0.8174685092,0.01062850891,7.055960814,4.030846346,1.429999212,0.005338979137,6.991294999
HVDualformer,enhancement_reference,chichaoyiwan.6,chichaoyiwan.6.jpg,a5d166cf2e2981a42568c8b397d41953cc28dfd8c3cc2e2f533a17213ea0aeae,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.6.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\chichaoyiwan.6.jpg,0.7015126767,0.3383105071,2.703725581,2.073501176,1.148950381,0.9949117899,34.3971375,0.9944235345,2.228511608,0.7715714001,12,0.8,15,25,ok,1.87199342,3.751310655,0.0005466548706,8.267820647,1.503957052,4.388114562,0.0006478126253,6.431729546,1.251610442,4.030039908,0.0006730193616,6.356529161
ABC-Former,enhancement_reference,chichaoyiwan.6,chichaoyiwan.6.jpg,a5d166cf2e2981a42568c8b397d41953cc28dfd8c3cc2e2f533a17213ea0aeae,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.6.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\chichaoyiwan.6.jpg,0.6582425601,0.3359367794,2.631100543,1.871478252,1.12297372,0.9990850091,36.82025253,0.9010616681,1.799688865,0.72579831,13,1.083333333,15,12,ok,1.822489633,3.987082119,0.0004583348917,9.08114716,1.405609893,4.58158977,0.0005097001263,6.333174737,1.125230325,4.443436241,0.000491974775,5.791531741
GDCP,enhancement_reference,chichaoyiwan.6,chichaoyiwan.6.jpg,a5d166cf2e2981a42568c8b397d41953cc28dfd8c3cc2e2f533a17213ea0aeae,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.6.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\chichaoyiwan.6.jpg,2.265047504,0.4249565582,4.352750855,13.94178096,3.534985576,0.9216762185,21.18114496,1.873746966,10.08960359,1.430307046,9,0.6,15,30,ok,3.355044804,1.131782898,0.002709054356,9.149090722,2.833326369,3.79384408,0.002800118839,6.593785435,2.385420152,3.327049901,0.002541779017,5.680969824
CBF,enhancement_reference,chichaoyiwan.6,chichaoyiwan.6.jpg,a5d166cf2e2981a42568c8b397d41953cc28dfd8c3cc2e2f533a17213ea0aeae,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.6.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\chichaoyiwan.6.jpg,6.111070311,0.6350179977,6.357625924,53.86538989,7.983268655,0.6552914977,16.44314846,1.971964689,17.7468471,2.008615259,5,0.3333333333,15,166,ok,4.198427256,-2.232688959,0.01031843387,7.259360525,3.906112561,-1.09695934,0.007392209847,6.361311156,3.922808638,-0.4303083063,0.006632453157,6.206489806
HLRP,enhancement_high_noise_diagnostic,chichaoyiwan.6,chichaoyiwan.6.jpg,a5d166cf2e2981a42568c8b397d41953cc28dfd8c3cc2e2f533a17213ea0aeae,D:\Desktop\MyEdgeCodex\input_test\algae\chichaoyiwan.6.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\chichaoyiwan.6.jpg,10.61506458,0.8830272586,6.568917192,110.3813822,12.61257691,0.4354273081,13.65346155,2.00960902,25.96475447,2.319719641,2,0.1333333333,15,1509,ok,4.863187237,-1.980288368,0.02633904269,6.848723175,4.62480597,-0.7656379482,0.01843967374,6.743302643,4.371895779,0.272192438,0.01365014446,6.233912813
